email_id,fecha_raw,asunto_raw,remitente,zona,texto_mail,thread_id
616,2025/02/18,Pedido NO entregado!!!,cliente123@outlook.com,Malvinas Argentinas,"Espero una pronta respuesta. Muy mal servicio. Buenas, escribo para reclamar por un problema con mi pedido.",1532
617,2025-03-17 00:00,Re: Pedido incompleto,usuario@yahoo.com,San Miguel,"Muy mal servicio. Buenas, escribo para reclamar por un problema con mi pedido. Espero una pronta respuesta. Aguardo solución urgente.",1532
618,30/05/25,Pedido incompleto,cliente123@outlook.com,Malvinas Argentinas,"Muy mal servicio. Buenas, escribo para reclamar por un problema con mi pedido. Aguardo solución urgente.",1533
619,01/06/25,Demora nuevamente,cliente123@outlook.com,San Isidro,Espero una pronta respuesta. No es la primera vez que pasa esto. Aguardo solución urgente.,1534
620,2025-01-24 00:00,Entrega tarde otra vez,cliente123@outlook.com,San Martín,Aguardo solución urgente. Muy mal servicio.,1535
621,"Apr 07, 2025",Pedido incompleto,cliente@gmail.com,San Fernando,"Aguardo solución urgente. No es la primera vez que pasa esto. Buenas, escribo para reclamar por un problema con mi pedido.",1536
622,2025-02-15 00:00,Re: Re: falta producto,cliente123@outlook.com,Escobar,Muy mal servicio. Espero una pronta respuesta. Aguardo solución urgente.,1536
623,31/01/25,Pedido incompleto,usuario@yahoo.com,Vicente López,"Espero una pronta respuesta. Buenas, escribo para reclamar por un problema con mi pedido. No es la primera vez que pasa esto. Aguardo solución urgente.",1537
624,2025-05-20 00:00,Servicio pésimo,cliente123@outlook.com,Tigre,Aguardo solución urgente. Muy mal servicio.,1538
625,"Apr 15, 2025",Demora nuevamente,cliente@gmail.com,Vicente López,Aguardo solución urgente. Espero una pronta respuesta.,1539
626,13/01/25,MAL SERVICIO,usuario@yahoo.com,Vicente López,"Espero una pronta respuesta. Buenas, escribo para reclamar por un problema con mi pedido. Muy mal servicio. Aguardo solución urgente.",1540
627,2025-03-26 00:00,Error en la factura,cliente@gmail.com,San Isidro,No es la primera vez que pasa esto. Aguardo solución urgente. Espero una pronta respuesta.,1541
628,06/06/25,Error en la factura,cliente123@outlook.com,San Martín,"Buenas, escribo para reclamar por un problema con mi pedido. Espero una pronta respuesta.",1542
629,"Apr 05, 2025",Cobro incorrecto,cliente@gmail.com,Malvinas Argentinas,"Buenas, escribo para reclamar por un problema con mi pedido. Espero una pronta respuesta. No es la primera vez que pasa esto. Aguardo solución urgente.",1543
630,2025/06/27,Entrega tarde otra vez,reclamos@hotmail.com,José C. Paz,Aguardo solución urgente. No es la primera vez que pasa esto. Espero una pronta respuesta.,1544
631,2025-06-06 00:00,MAL SERVICIO,cliente@gmail.com,José C. Paz,Muy mal servicio. Espero una pronta respuesta.,1545
632,2025/06/05,Re: Pedido incompleto,reclamos@hotmail.com,José C. Paz,"Aguardo solución urgente. Espero una pronta respuesta. Buenas, escribo para reclamar por un problema con mi pedido. No es la primera vez que pasa esto.",1545
633,07/05/25,Servicio pésimo,usuario@yahoo.com,Escobar,"Buenas, escribo para reclamar por un problema con mi pedido. Aguardo solución urgente.",1546
634,2025-04-30 00:00,RECLAMO pedido no llego,usuario@yahoo.com,Malvinas Argentinas,"Buenas, escribo para reclamar por un problema con mi pedido. Espero una pronta respuesta. No es la primera vez que pasa esto.",1547
635,03/01/25,MAL SERVICIO,reclamos@hotmail.com,Escobar,Espero una pronta respuesta. Aguardo solución urgente.,1548
636,2025-01-02 00:00,Cobro incorrecto,reclamos@hotmail.com,San Martín,"Aguardo solución urgente. Buenas, escribo para reclamar por un problema con mi pedido. Muy mal servicio.",1549
637,2025/03/26,MAL SERVICIO,cliente123@outlook.com,San Miguel,No es la primera vez que pasa esto. Muy mal servicio.,1550
638,"Jun 10, 2025",Re: Re: falta producto,reclamos@hotmail.com,San Miguel,"Buenas, escribo para reclamar por un problema con mi pedido. Espero una pronta respuesta. Muy mal servicio.",1550
639,2025-05-23 00:00,Cobro incorrecto,usuario@yahoo.com,San Martín,"Buenas, escribo para reclamar por un problema con mi pedido. No es la primera vez que pasa esto. Muy mal servicio.",1551
640,"Mar 28, 2025",RECLAMO pedido no llego,usuario@yahoo.com,Malvinas Argentinas,"Aguardo solución urgente. Buenas, escribo para reclamar por un problema con mi pedido.",1552
641,2025/06/30,Error en la factura,cliente@gmail.com,Escobar,"Buenas, escribo para reclamar por un problema con mi pedido. Muy mal servicio. Aguardo solución urgente.",1553
642,2025/04/26,Reclamo por cobro,usuario@yahoo.com,José C. Paz,"No es la primera vez que pasa esto. Buenas, escribo para reclamar por un problema con mi pedido. Aguardo solución urgente.",1554
643,2025-02-21 00:00,Pedido NO entregado!!!,cliente123@outlook.com,José C. Paz,Muy mal servicio. No es la primera vez que pasa esto.,1555
644,"Mar 29, 2025",MAL SERVICIO,reclamos@hotmail.com,San Martín,"Buenas, escribo para reclamar por un problema con mi pedido. No es la primera vez que pasa esto.",1556
645,"Jan 10, 2025",MAL SERVICIO,cliente123@outlook.com,José C. Paz,"Buenas, escribo para reclamar por un problema con mi pedido. Espero una pronta respuesta.",1557
646,2025-06-25 00:00,Pedido NO entregado!!!,reclamos@hotmail.com,San Miguel,"Buenas, escribo para reclamar por un problema con mi pedido. Espero una pronta respuesta.",1558
647,2025/05/28,RECLAMO pedido no llego,usuario@yahoo.com,San Martín,No es la primera vez que pasa esto. Espero una pronta respuesta.,1559
648,2025/05/17,Problema con el repartidor,cliente123@outlook.com,San Isidro,No es la primera vez que pasa esto. Aguardo solución urgente. Muy mal servicio.,1560
649,2025-01-04 00:00,Entrega tarde otra vez,usuario@yahoo.com,José C. Paz,Aguardo solución urgente. Espero una pronta respuesta. No es la primera vez que pasa esto.,1561
650,2025/06/30,Re: Re: falta producto,usuario@yahoo.com,San Fernando,Espero una pronta respuesta. Aguardo solución urgente.,1561
651,13/01/25,Demora nuevamente,cliente@gmail.com,San Miguel,"Buenas, escribo para reclamar por un problema con mi pedido. Aguardo solución urgente. No es la primera vez que pasa esto. Muy mal servicio.",1562
652,"Apr 20, 2025",Demora en entrega,usuario@yahoo.com,San Miguel,"Espero una pronta respuesta. Aguardo solución urgente. No es la primera vez que pasa esto. Buenas, escribo para reclamar por un problema con mi pedido.",1563
653,30/04/25,Demora en entrega,cliente@gmail.com,San Miguel,Muy mal servicio. Espero una pronta respuesta.,1564
654,01/05/25,Demora nuevamente,usuario@yahoo.com,San Fernando,"Espero una pronta respuesta. Aguardo solución urgente. No es la primera vez que pasa esto. Buenas, escribo para reclamar por un problema con mi pedido.",1565
655,"Mar 25, 2025",Cobro incorrecto,cliente123@outlook.com,Vicente López,"Muy mal servicio. Buenas, escribo para reclamar por un problema con mi pedido.",1566
656,"May 03, 2025",Reclamo por cobro,usuario@yahoo.com,Escobar,Aguardo solución urgente. No es la primera vez que pasa esto. Espero una pronta respuesta.,1567
657,2025-04-14 00:00,Entrega tarde otra vez,reclamos@hotmail.com,José C. Paz,"Buenas, escribo para reclamar por un problema con mi pedido. Espero una pronta respuesta. Muy mal servicio. No es la primera vez que pasa esto.",1568
658,"Jun 01, 2025",No recibí mi pedido,usuario@yahoo.com,Tigre,"No es la primera vez que pasa esto. Muy mal servicio. Aguardo solución urgente. Buenas, escribo para reclamar por un problema con mi pedido.",1569
659,"Feb 23, 2025",Cobro incorrecto,cliente123@outlook.com,San Martín,"No es la primera vez que pasa esto. Aguardo solución urgente. Espero una pronta respuesta. Buenas, escribo para reclamar por un problema con mi pedido.",1570
660,"Jan 30, 2025",Servicio pésimo,reclamos@hotmail.com,José C. Paz,Muy mal servicio. No es la primera vez que pasa esto.,1571
661,2025-04-14 00:00,Error en la factura,cliente@gmail.com,Malvinas Argentinas,"Muy mal servicio. Buenas, escribo para reclamar por un problema con mi pedido. Aguardo solución urgente.",1572
662,2025-02-05 00:00,MAL SERVICIO,usuario@yahoo.com,San Fernando,Aguardo solución urgente. Espero una pronta respuesta. No es la primera vez que pasa esto.,1573
663,20/02/25,Demora nuevamente,reclamos@hotmail.com,Escobar,Espero una pronta respuesta. Muy mal servicio. Aguardo solución urgente. No es la primera vez que pasa esto.,1574
664,2025-05-30 00:00,Demora en entrega,cliente123@outlook.com,San Fernando,"Buenas, escribo para reclamar por un problema con mi pedido. Espero una pronta respuesta. Muy mal servicio.",1575
665,2025/01/01,Pedido NO entregado!!!,cliente@gmail.com,Escobar,No es la primera vez que pasa esto. Muy mal servicio.,1576
666,2025/06/10,No recibí mi pedido,cliente123@outlook.com,Malvinas Argentinas,Muy mal servicio. No es la primera vez que pasa esto. Espero una pronta respuesta.,1577
667,02/05/25,Pedido incompleto,usuario@yahoo.com,José C. Paz,"Espero una pronta respuesta. Muy mal servicio. Buenas, escribo para reclamar por un problema con mi pedido.",1578
668,21/06/25,Error en la factura,usuario@yahoo.com,Vicente López,"Buenas, escribo para reclamar por un problema con mi pedido. No es la primera vez que pasa esto.",1579
669,"Jun 18, 2025",Servicio pésimo,usuario@yahoo.com,San Isidro,Muy mal servicio. Aguardo solución urgente.,1580
670,09/06/25,Re: Pedido incompleto,cliente123@outlook.com,José C. Paz,Aguardo solución urgente. Muy mal servicio. No es la primera vez que pasa esto.,1580
671,27/02/25,Reclamo por cobro,cliente123@outlook.com,Vicente López,Muy mal servicio. No es la primera vez que pasa esto. Espero una pronta respuesta. Aguardo solución urgente.,1581
672,2025/05/20,Re: Pedido incompleto,cliente@gmail.com,Vicente López,"Muy mal servicio. Espero una pronta respuesta. Buenas, escribo para reclamar por un problema con mi pedido. No es la primera vez que pasa esto.",1581
673,2025/02/06,Demora en entrega,cliente123@outlook.com,José C. Paz,"Aguardo solución urgente. Buenas, escribo para reclamar por un problema con mi pedido.",1582
674,2025-05-01 00:00,Queja repartidor,reclamos@hotmail.com,Vicente López,"Aguardo solución urgente. Buenas, escribo para reclamar por un problema con mi pedido. No es la primera vez que pasa esto.",1583
675,"May 12, 2025",Demora nuevamente,reclamos@hotmail.com,Malvinas Argentinas,"Espero una pronta respuesta. Aguardo solución urgente. Buenas, escribo para reclamar por un problema con mi pedido.",1584
676,2025/06/27,Pedido NO entregado!!!,reclamos@hotmail.com,Vicente López,"Muy mal servicio. No es la primera vez que pasa esto. Espero una pronta respuesta. Buenas, escribo para reclamar por un problema con mi pedido.",1585
677,2025-06-09 00:00,Error en la factura,reclamos@hotmail.com,San Miguel,"No es la primera vez que pasa esto. Buenas, escribo para reclamar por un problema con mi pedido.",1586
678,06/03/25,Problema con el repartidor,reclamos@hotmail.com,Escobar,"Buenas, escribo para reclamar por un problema con mi pedido. Aguardo solución urgente. Espero una pronta respuesta.",1587
679,01/06/25,Pedido incompleto,cliente123@outlook.com,San Martín,Espero una pronta respuesta. No es la primera vez que pasa esto.,1588
680,2025-02-16 00:00,Servicio pésimo,reclamos@hotmail.com,San Isidro,Aguardo solución urgente. No es la primera vez que pasa esto.,1589
681,"Apr 16, 2025",Servicio pésimo,usuario@yahoo.com,San Miguel,No es la primera vez que pasa esto. Aguardo solución urgente. Espero una pronta respuesta. Muy mal servicio.,1590
682,2025/06/14,Pedido NO entregado!!!,cliente@gmail.com,Vicente López,Muy mal servicio. Aguardo solución urgente.,1591
683,"Mar 19, 2025",Servicio pésimo,usuario@yahoo.com,Malvinas Argentinas,"Muy mal servicio. Aguardo solución urgente. No es la primera vez que pasa esto. Buenas, escribo para reclamar por un problema con mi pedido.",1592
684,2025/01/04,Re: Pedido incompleto,cliente123@outlook.com,Malvinas Argentinas,"Espero una pronta respuesta. Buenas, escribo para reclamar por un problema con mi pedido. Muy mal servicio. No es la primera vez que pasa esto.",1592
685,2025/06/06,Re: Pedido incompleto,reclamos@hotmail.com,Escobar,"Buenas, escribo para reclamar por un problema con mi pedido. Espero una pronta respuesta. Muy mal servicio.",1592
686,29/04/25,No recibí mi pedido,usuario@yahoo.com,José C. Paz,No es la primera vez que pasa esto. Espero una pronta respuesta. Muy mal servicio.,1593
687,2025-06-22 00:00,RECLAMO pedido no llego,cliente@gmail.com,Vicente López,"Buenas, escribo para reclamar por un problema con mi pedido. Aguardo solución urgente. Espero una pronta respuesta.",1594
688,31/03/25,Demora nuevamente,reclamos@hotmail.com,Escobar,"Buenas, escribo para reclamar por un problema con mi pedido. Aguardo solución urgente.",1595
689,15/01/25,Demora en entrega,cliente@gmail.com,San Isidro,Aguardo solución urgente. No es la primera vez que pasa esto.,1596
690,18/06/25,No recibí mi pedido,cliente@gmail.com,San Fernando,Espero una pronta respuesta. Muy mal servicio. Aguardo solución urgente.,1597
691,"Jun 13, 2025",Demora en entrega,reclamos@hotmail.com,Malvinas Argentinas,"Espero una pronta respuesta. Aguardo solución urgente. Buenas, escribo para reclamar por un problema con mi pedido. Muy mal servicio.",1598
692,"Jan 16, 2025",Problema con el repartidor,cliente123@outlook.com,San Martín,Espero una pronta respuesta. Aguardo solución urgente.,1599
693,2025-04-23 00:00,Pedido incompleto,cliente123@outlook.com,Tigre,Muy mal servicio. No es la primera vez que pasa esto. Espero una pronta respuesta. Aguardo solución urgente.,1600
694,"Feb 06, 2025",Entrega tarde otra vez,usuario@yahoo.com,San Isidro,"Espero una pronta respuesta. Buenas, escribo para reclamar por un problema con mi pedido. Muy mal servicio.",1601
695,2025/01/19,Demora en entrega,cliente123@outlook.com,Vicente López,"No es la primera vez que pasa esto. Buenas, escribo para reclamar por un problema con mi pedido. Muy mal servicio.",1602
696,10/03/25,No recibí mi pedido,reclamos@hotmail.com,Malvinas Argentinas,"Buenas, escribo para reclamar por un problema con mi pedido. Muy mal servicio. No es la primera vez que pasa esto. Espero una pronta respuesta.",1603
697,18/01/25,No recibí mi pedido,cliente@gmail.com,Malvinas Argentinas,"Muy mal servicio. Buenas, escribo para reclamar por un problema con mi pedido. Espero una pronta respuesta. No es la primera vez que pasa esto.",1604
698,2025/06/24,Cobro incorrecto,cliente123@outlook.com,Vicente López,"Buenas, escribo para reclamar por un problema con mi pedido. Espero una pronta respuesta. Muy mal servicio. No es la primera vez que pasa esto.",1605
699,2025/04/28,Demora en entrega,usuario@yahoo.com,San Fernando,"Buenas, escribo para reclamar por un problema con mi pedido. Muy mal servicio. Espero una pronta respuesta. Aguardo solución urgente.",1606
700,"Jun 28, 2025",Error en la factura,cliente@gmail.com,San Martín,"Buenas, escribo para reclamar por un problema con mi pedido. Muy mal servicio. Espero una pronta respuesta.",1607
701,2025-02-05 00:00,MAL SERVICIO,usuario@yahoo.com,Vicente López,Aguardo solución urgente. No es la primera vez que pasa esto. Muy mal servicio. Espero una pronta respuesta.,1608
702,2025/05/19,Demora en entrega,cliente123@outlook.com,José C. Paz,"Buenas, escribo para reclamar por un problema con mi pedido. Aguardo solución urgente. No es la primera vez que pasa esto.",1609
703,2025-03-28 00:00,Pedido NO entregado!!!,cliente123@outlook.com,San Isidro,Aguardo solución urgente. Muy mal servicio.,1610
704,29/05/25,Re: Re: falta producto,cliente@gmail.com,Vicente López,"No es la primera vez que pasa esto. Muy mal servicio. Espero una pronta respuesta. Buenas, escribo para reclamar por un problema con mi pedido.",1610
705,2025-06-08 00:00,Servicio pésimo,usuario@yahoo.com,San Fernando,"No es la primera vez que pasa esto. Buenas, escribo para reclamar por un problema con mi pedido.",1611
706,"Jan 25, 2025",Error en la factura,usuario@yahoo.com,San Isidro,"Buenas, escribo para reclamar por un problema con mi pedido. Muy mal servicio.",1612
707,17/01/25,Queja repartidor,cliente123@outlook.com,San Martín,"Muy mal servicio. Espero una pronta respuesta. Buenas, escribo para reclamar por un problema con mi pedido. Aguardo solución urgente.",1613
708,2025-02-24 00:00,Cobro incorrecto,usuario@yahoo.com,San Martín,"Buenas, escribo para reclamar por un problema con mi pedido. Espero una pronta respuesta.",1614
709,17/04/25,Re: Re: falta producto,reclamos@hotmail.com,José C. Paz,Muy mal servicio. No es la primera vez que pasa esto.,1614
710,2025-02-04 00:00,Pedido NO entregado!!!,cliente123@outlook.com,San Fernando,"Muy mal servicio. Buenas, escribo para reclamar por un problema con mi pedido.",1615
711,02/01/25,RECLAMO pedido no llego,cliente@gmail.com,Escobar,"Muy mal servicio. No es la primera vez que pasa esto. Buenas, escribo para reclamar por un problema con mi pedido.",1616
712,2025/06/13,Re: Re: falta producto,cliente123@outlook.com,Malvinas Argentinas,"No es la primera vez que pasa esto. Buenas, escribo para reclamar por un problema con mi pedido.",1616
713,2025-05-08 00:00,Pedido incompleto,reclamos@hotmail.com,San Martín,"Buenas, escribo para reclamar por un problema con mi pedido. No es la primera vez que pasa esto. Aguardo solución urgente.",1617
714,2025-05-16 00:00,Entrega tarde otra vez,reclamos@hotmail.com,José C. Paz,"No es la primera vez que pasa esto. Muy mal servicio. Espero una pronta respuesta. Buenas, escribo para reclamar por un problema con mi pedido.",1618
715,14/01/25,Problema con el repartidor,cliente@gmail.com,San Fernando,"Muy mal servicio. Aguardo solución urgente. Buenas, escribo para reclamar por un problema con mi pedido. Espero una pronta respuesta.",1619
716,2025/01/14,Pedido NO entregado!!!,reclamos@hotmail.com,Tigre,Espero una pronta respuesta. Aguardo solución urgente. Muy mal servicio.,1620
717,2025-01-12 00:00,Demora nuevamente,cliente@gmail.com,José C. Paz,"No es la primera vez que pasa esto. Buenas, escribo para reclamar por un problema con mi pedido.",1621
718,2025-05-12 00:00,Servicio pésimo,cliente@gmail.com,Tigre,"Muy mal servicio. Espero una pronta respuesta. No es la primera vez que pasa esto. Buenas, escribo para reclamar por un problema con mi pedido.",1622
719,2025-02-28 00:00,Cobro incorrecto,reclamos@hotmail.com,Tigre,No es la primera vez que pasa esto. Muy mal servicio.,1623
720,07/04/25,MAL SERVICIO,cliente@gmail.com,San Miguel,"Muy mal servicio. Buenas, escribo para reclamar por un problema con mi pedido. No es la primera vez que pasa esto. Aguardo solución urgente.",1624
721,"Jun 06, 2025",MAL SERVICIO,usuario@yahoo.com,Malvinas Argentinas,No es la primera vez que pasa esto. Muy mal servicio. Espero una pronta respuesta.,1625
722,2025/06/11,MAL SERVICIO,reclamos@hotmail.com,Tigre,"No es la primera vez que pasa esto. Buenas, escribo para reclamar por un problema con mi pedido. Espero una pronta respuesta.",1626
723,13/03/25,Pedido NO entregado!!!,cliente@gmail.com,San Miguel,Muy mal servicio. No es la primera vez que pasa esto. Aguardo solución urgente.,1627
724,17/03/25,Queja repartidor,usuario@yahoo.com,José C. Paz,"Buenas, escribo para reclamar por un problema con mi pedido. Muy mal servicio.",1628
725,"Feb 25, 2025",Servicio pésimo,cliente123@outlook.com,Escobar,Muy mal servicio. No es la primera vez que pasa esto.,1629
726,"Mar 25, 2025",Queja repartidor,usuario@yahoo.com,San Fernando,"Buenas, escribo para reclamar por un problema con mi pedido. Muy mal servicio. Aguardo solución urgente. Espero una pronta respuesta.",1630
727,2025-05-10 00:00,Servicio pésimo,cliente123@outlook.com,José C. Paz,"Muy mal servicio. Buenas, escribo para reclamar por un problema con mi pedido. No es la primera vez que pasa esto.",1631
728,2025-03-03 00:00,Servicio pésimo,cliente@gmail.com,Malvinas Argentinas,No es la primera vez que pasa esto. Espero una pronta respuesta.,1632
729,2025-03-03 00:00,Error en la factura,cliente@gmail.com,San Miguel,Espero una pronta respuesta. No es la primera vez que pasa esto. Aguardo solución urgente. Muy mal servicio.,1633
730,"Apr 27, 2025",RECLAMO pedido no llego,usuario@yahoo.com,Malvinas Argentinas,Espero una pronta respuesta. Muy mal servicio.,1634
731,2025-06-10 00:00,RECLAMO pedido no llego,cliente123@outlook.com,San Martín,"Buenas, escribo para reclamar por un problema con mi pedido. Espero una pronta respuesta. No es la primera vez que pasa esto. Muy mal servicio.",1635
732,2025-06-25 00:00,MAL SERVICIO,reclamos@hotmail.com,Vicente López,"Espero una pronta respuesta. Buenas, escribo para reclamar por un problema con mi pedido. Muy mal servicio. No es la primera vez que pasa esto.",1636
733,2025-04-30 00:00,Reclamo por cobro,reclamos@hotmail.com,San Martín,"Aguardo solución urgente. Buenas, escribo para reclamar por un problema con mi pedido.",1637
734,2025/02/05,MAL SERVICIO,usuario@yahoo.com,José C. Paz,Muy mal servicio. No es la primera vez que pasa esto.,1638
735,2025/03/24,Queja repartidor,reclamos@hotmail.com,José C. Paz,"Muy mal servicio. Espero una pronta respuesta. Buenas, escribo para reclamar por un problema con mi pedido. Aguardo solución urgente.",1639
736,"Mar 30, 2025",Reclamo por cobro,cliente123@outlook.com,José C. Paz,"Buenas, escribo para reclamar por un problema con mi pedido. Muy mal servicio. Espero una pronta respuesta. No es la primera vez que pasa esto.",1640
737,2025/06/08,Demora nuevamente,cliente@gmail.com,Tigre,"Buenas, escribo para reclamar por un problema con mi pedido. Aguardo solución urgente. No es la primera vez que pasa esto.",1641
738,2025-03-15 00:00,Pedido incompleto,cliente@gmail.com,San Fernando,"Buenas, escribo para reclamar por un problema con mi pedido. No es la primera vez que pasa esto. Muy mal servicio.",1642
739,2025-02-22 00:00,Re: Re: falta producto,reclamos@hotmail.com,Malvinas Argentinas,Aguardo solución urgente. No es la primera vez que pasa esto. Muy mal servicio. Espero una pronta respuesta.,1642
740,2025-04-24 00:00,Re: Pedido incompleto,reclamos@hotmail.com,Tigre,"Buenas, escribo para reclamar por un problema con mi pedido. No es la primera vez que pasa esto.",1642
741,2025/04/16,Cobro incorrecto,reclamos@hotmail.com,San Miguel,Aguardo solución urgente. Muy mal servicio. No es la primera vez que pasa esto. Espero una pronta respuesta.,1643
742,20/03/25,Re: Re: falta producto,reclamos@hotmail.com,Tigre,"Espero una pronta respuesta. Aguardo solución urgente. Buenas, escribo para reclamar por un problema con mi pedido.",1643
743,2025/04/01,Re: Re: falta producto,cliente123@outlook.com,San Fernando,"No es la primera vez que pasa esto. Espero una pronta respuesta. Buenas, escribo para reclamar por un problema con mi pedido. Muy mal servicio.",1643
744,11/02/25,Re: Re: falta producto,cliente@gmail.com,Vicente López,Aguardo solución urgente. No es la primera vez que pasa esto. Muy mal servicio.,1643
745,05/04/25,Problema con el repartidor,usuario@yahoo.com,José C. Paz,"Buenas, escribo para reclamar por un problema con mi pedido. Espero una pronta respuesta. No es la primera vez que pasa esto. Aguardo solución urgente.",1644
746,25/04/25,Reclamo por cobro,reclamos@hotmail.com,San Isidro,Muy mal servicio. Aguardo solución urgente.,1645
747,2025/04/28,Re: Re: falta producto,usuario@yahoo.com,Vicente López,Aguardo solución urgente. Espero una pronta respuesta. Muy mal servicio. No es la primera vez que pasa esto.,1645
748,16/03/25,Servicio pésimo,cliente123@outlook.com,San Martín,"Buenas, escribo para reclamar por un problema con mi pedido. Muy mal servicio. Aguardo solución urgente. Espero una pronta respuesta.",1646
749,2025-03-20 00:00,Entrega tarde otra vez,cliente123@outlook.com,Tigre,"Espero una pronta respuesta. Buenas, escribo para reclamar por un problema con mi pedido. No es la primera vez que pasa esto.",1647
750,05/06/25,Pedido NO entregado!!!,usuario@yahoo.com,Escobar,"Buenas, escribo para reclamar por un problema con mi pedido. Aguardo solución urgente.",1648
751,2025-06-23 00:00,Demora nuevamente,cliente123@outlook.com,Tigre,"Espero una pronta respuesta. Buenas, escribo para reclamar por un problema con mi pedido. Aguardo solución urgente.",1649
752,12/04/25,Reclamo por cobro,cliente123@outlook.com,San Martín,"Espero una pronta respuesta. Buenas, escribo para reclamar por un problema con mi pedido. No es la primera vez que pasa esto.",1650
753,2025/03/31,Reclamo por cobro,cliente123@outlook.com,José C. Paz,No es la primera vez que pasa esto. Muy mal servicio.,1651
754,2025/04/24,Re: Pedido incompleto,usuario@yahoo.com,Malvinas Argentinas,"Muy mal servicio. No es la primera vez que pasa esto. Espero una pronta respuesta. Buenas, escribo para reclamar por un problema con mi pedido.",1651
755,2025/02/23,Re: Re: falta producto,cliente123@outlook.com,José C. Paz,"Buenas, escribo para reclamar por un problema con mi pedido. Muy mal servicio. Aguardo solución urgente.",1651
756,2025/04/15,RECLAMO pedido no llego,cliente123@outlook.com,San Fernando,"Muy mal servicio. No es la primera vez que pasa esto. Buenas, escribo para reclamar por un problema con mi pedido. Espero una pronta respuesta.",1652
757,"Mar 16, 2025",No recibí mi pedido,cliente@gmail.com,Escobar,Espero una pronta respuesta. Muy mal servicio. Aguardo solución urgente. No es la primera vez que pasa esto.,1653
758,2025-01-07 00:00,Queja repartidor,usuario@yahoo.com,Escobar,"Muy mal servicio. Buenas, escribo para reclamar por un problema con mi pedido. Espero una pronta respuesta.",1654
759,17/04/25,Error en la factura,cliente123@outlook.com,Tigre,"Buenas, escribo para reclamar por un problema con mi pedido. Espero una pronta respuesta.",1655
760,2025/01/18,Servicio pésimo,cliente123@outlook.com,Malvinas Argentinas,"Muy mal servicio. Buenas, escribo para reclamar por un problema con mi pedido. No es la primera vez que pasa esto.",1656
761,08/03/25,RECLAMO pedido no llego,cliente@gmail.com,San Fernando,Muy mal servicio. No es la primera vez que pasa esto. Aguardo solución urgente.,1657
762,2025/01/14,Pedido incompleto,reclamos@hotmail.com,Malvinas Argentinas,"Espero una pronta respuesta. Buenas, escribo para reclamar por un problema con mi pedido. No es la primera vez que pasa esto. Aguardo solución urgente.",1658
763,12/05/25,Demora en entrega,usuario@yahoo.com,San Isidro,No es la primera vez que pasa esto. Espero una pronta respuesta. Aguardo solución urgente. Muy mal servicio.,1659
764,2025/06/25,Problema con el repartidor,cliente@gmail.com,José C. Paz,"Espero una pronta respuesta. No es la primera vez que pasa esto. Buenas, escribo para reclamar por un problema con mi pedido. Aguardo solución urgente.",1660
765,"Apr 06, 2025",Error en la factura,cliente123@outlook.com,San Martín,"Buenas, escribo para reclamar por un problema con mi pedido. No es la primera vez que pasa esto.",1661
766,09/05/25,Re: Re: falta producto,usuario@yahoo.com,José C. Paz,"Aguardo solución urgente. Buenas, escribo para reclamar por un problema con mi pedido. No es la primera vez que pasa esto. Espero una pronta respuesta.",1661
767,30/01/25,Demora en entrega,cliente@gmail.com,San Miguel,"Espero una pronta respuesta. Aguardo solución urgente. Buenas, escribo para reclamar por un problema con mi pedido.",1662
768,2025/06/02,Demora nuevamente,usuario@yahoo.com,Escobar,"Buenas, escribo para reclamar por un problema con mi pedido. No es la primera vez que pasa esto.",1663
769,27/06/25,Re: Re: falta producto,usuario@yahoo.com,Escobar,No es la primera vez que pasa esto. Aguardo solución urgente.,1663
770,2025-04-19 00:00,Demora en entrega,cliente@gmail.com,Vicente López,"Muy mal servicio. Buenas, escribo para reclamar por un problema con mi pedido. Aguardo solución urgente.",1664
771,2025-01-09 00:00,Entrega tarde otra vez,cliente123@outlook.com,San Isidro,"Buenas, escribo para reclamar por un problema con mi pedido. Aguardo solución urgente. No es la primera vez que pasa esto.",1665
772,2025-01-25 00:00,RECLAMO pedido no llego,usuario@yahoo.com,Tigre,"Espero una pronta respuesta. Buenas, escribo para reclamar por un problema con mi pedido.",1666
773,2025/02/07,Demora en entrega,reclamos@hotmail.com,San Martín,Aguardo solución urgente. No es la primera vez que pasa esto.,1667
774,2025-01-26 00:00,Demora en entrega,usuario@yahoo.com,Tigre,"No es la primera vez que pasa esto. Buenas, escribo para reclamar por un problema con mi pedido. Espero una pronta respuesta.",1668
775,"Feb 24, 2025",Entrega tarde otra vez,reclamos@hotmail.com,San Fernando,"Buenas, escribo para reclamar por un problema con mi pedido. No es la primera vez que pasa esto. Muy mal servicio.",1669
776,19/04/25,No recibí mi pedido,usuario@yahoo.com,Malvinas Argentinas,"Espero una pronta respuesta. Buenas, escribo para reclamar por un problema con mi pedido.",1670
777,29/01/25,Demora nuevamente,cliente123@outlook.com,San Martín,"Espero una pronta respuesta. Buenas, escribo para reclamar por un problema con mi pedido. Muy mal servicio. No es la primera vez que pasa esto.",1671
778,"Jan 30, 2025",Servicio pésimo,reclamos@hotmail.com,San Miguel,"Espero una pronta respuesta. Muy mal servicio. Buenas, escribo para reclamar por un problema con mi pedido. No es la primera vez que pasa esto.",1672
